Archivo,Cantidad_Pixeles,Contraste,Disimilitud,Homogeneidad,Energía,Correlación,Target
BA_42246.jpg,5235,0.01869518202571188,0.01869518202571188,0.990652408987144,0.9293926274492459,0.8414099108672323,0
BA_273021.jpg,4682,0.009900276342664905,0.009900276342664905,0.9950498618286675,0.9402229520933818,0.9067582169559913,0
BA_760452.jpg,6237,0.015475189234650967,0.015475189234650967,0.9922624053826745,0.919848646883715,0.8883808333152213,0
BA_18821.jpg,5007,0.010404902078577437,0.010404902078577437,0.9947975489607113,0.9362821583759555,0.9079856141777105,0
BA_354415.jpg,4035,0.006007449237053947,0.006007449237053947,0.9969962753814732,0.9496152129629017,0.9348853664033996,0
BA_289279.jpg,5674,0.010428931875525653,0.010428931875525653,0.9947855340622372,0.9287786343518745,0.917914794322928,0
BA_636364.jpg,5239,0.011486242941247147,0.011486242941247147,0.9942568785293764,0.93310127844043,0.9026323016617372,0
BA_482919.jpg,5393,0.012639673194761504,0.012639673194761504,0.9936801634026192,0.930765559361277,0.8957084482086797,0
BA_631393.jpg,5456,0.01905562897993512,0.01905562897993512,0.9904721855100325,0.9267121357232849,0.8444592156897642,0
BA_724023.jpg,4883,0.008074011774600504,0.008074011774600504,0.9959629941126997,0.9389024036982216,0.9269012288341084,0
BA_484573.jpg,4283,0.009611918779286315,0.009611918779286315,0.9951940406103569,0.9449111460864874,0.9015408277835718,0
BA_260100.jpg,4154,0.005815210861468221,0.005815210861468221,0.997092394569266,0.9483569070690351,0.9386825514032284,0
ERB_782604.jpg,1668,0.001345668629100084,0.001345668629100084,0.99932716568545,0.9794782857599612,0.9657402642658682,1
ERB_519835.jpg,1665,0.0013216388321518682,0.0013216388321518682,0.9993391805839241,0.9795258447336738,0.966292658133521,1
ERB_976670.jpg,1846,0.001345668629100084,0.001345668629100084,0.99932716568545,0.9773847746400747,0.9689760427379893,1
ERB_584231.jpg,1614,0.0011774600504625735,0.0011774600504625735,0.9994112699747687,0.9801999474566722,0.9690402718858486,1
ERB_995294.jpg,1265,0.0009611918779286315,0.0009611918779286315,0.9995194040610357,0.9844308247644961,0.9678914334639606,1
ERB_104607.jpg,1656,0.0017061155833233209,0.0017061155833233209,0.9991469422083384,0.9794361677026577,0.956255228500035,1
ERB_222938.jpg,1605,0.0011774600504625735,0.0011774600504625735,0.9994112699747687,0.9803059934468413,0.9688700987057102,1
ERB_613052.jpg,1567,0.0010813408626697105,0.0010813408626697105,0.9994593295686651,0.9808027704515756,0.9707316606583093,1
ERB_575683.jpg,1273,0.0009852216748768472,0.0009852216748768472,0.9995073891625615,0.984323975846795,0.9672923535353416,1
ERB_938258.jpg,1786,0.0017782049741679683,0.0017782049741679683,0.9991108975129162,0.9778694613606468,0.9576580295652278,1
ERB_345085.jpg,1567,0.0011774600504625735,0.0011774600504625735,0.9994112699747686,0.98075387965167,0.9681300304946034,1
ERB_351346.jpg,1386,0.0010813408626697105,0.0010813408626697105,0.9994593295686651,0.982939037439042,0.9669826410332738,1
ERB_309282.jpg,1528,0.0010813408626697105,0.0010813408626697105,0.9994593295686652,0.981262649443821,0.9699989561092983,1
ERB_243400.jpg,1728,0.0011053706596179263,0.0011053706596179263,0.999447314670191,0.9788945102168979,0.9728152263021039,1
ERB_546173.jpg,1901,0.0014177580199447315,0.0014177580199447315,0.9992911209900276,0.9767020879661115,0.968238254827036,1
ERB_753010.jpg,1346,0.0009611918779286315,0.0009611918779286315,0.9995194040610356,0.9834727733590088,0.9697938220581386,1
ERB_705706.jpg,1203,0.0009611918779286315,0.0009611918779286315,0.9995194040610357,0.9851648177109916,0.9662621478739625,1
ERB_113770.jpg,1547,0.0011053706596179263,0.0011053706596179263,0.999447314670191,0.9810263564288138,0.9697018764129712,1
ERB_565930.jpg,1679,0.0015138772077375945,0.0015138772077375945,0.9992430613961312,0.9792631344901692,0.9617051425611041,1
ERB_693360.jpg,1601,0.0012976090352036526,0.0012976090352036526,0.9993511954823981,0.980292000313891,0.9656095509711913,1
ERB_506915.jpg,1527,0.001249549441307221,0.001249549441307221,0.9993752252793464,0.9811889310736716,0.9653098483966248,1
ERB_215260.jpg,1975,0.0017301453802715367,0.0017301453802715367,0.9991349273098642,0.9756742131587507,0.9626582044805033,1
ERB_199408.jpg,1472,0.0012255196443590054,0.0012255196443590054,0.9993872401778205,0.9818501440776897,0.9647294687024377,1
ERB_790983.jpg,1656,0.0011534302535143577,0.0011534302535143577,0.9994232848732428,0.9797174651422946,0.9704260699718547,1
ERB_828362.jpg,2065,0.0014658176138411631,0.0014658176138411631,0.9992670911930794,0.9747543015877281,0.9697084929527319,1
ERB_944797.jpg,1305,0.0010332812687732788,0.0010332812687732788,0.9994833593656134,0.9839210289544347,0.9665249381209102,1
ERB_426604.jpg,1556,0.0010813408626697105,0.0010813408626697105,0.9994593295686651,0.9809324564137517,0.9705287205834872,1
ERB_248999.jpg,2330,0.003051784212423405,0.003051784212423405,0.9984741078937883,0.9708426804826885,0.9439237229239721,1
ERB_384659.jpg,1746,0.0017061155833233209,0.0017061155833233209,0.9991469422083383,0.9783766778762472,0.9584642875799393,1
ERB_760022.jpg,1539,0.0013696984260482999,0.0013696984260482999,0.999315150786976,0.9809863143982301,0.9622652116806922,1
ERB_442642.jpg,1752,0.0011774600504625735,0.0011774600504625735,0.9994112699747686,0.9785754624491243,0.9714305741382299,1
ERB_125603.jpg,1352,0.001009251471825063,0.001009251471825063,0.9994953742640874,0.9833774585525338,0.9684219529387859,1
ERB_686500.jpg,1961,0.002306860507028716,0.002306860507028716,0.9988465697464857,0.9755441000144586,0.9498641227797394,1
ERB_678821.jpg,1761,0.001585966598582242,0.001585966598582242,0.9992070167007089,0.9782614262991992,0.9617111706226277,1
ERB_498163.jpg,1246,0.0009852216748768472,0.0009852216748768472,0.9995073891625615,0.9846435179964038,0.9665946054697435,1
ERB_92771.jpg,1613,0.0017541751772197527,0.0017541751772197527,0.9991229124113903,0.9799183694050692,0.9538482939317499,1
ERB_582434.jpg,1705,0.0012014898474107894,0.0012014898474107894,0.9993992550762946,0.9791161592556875,0.9700611780025377,1
ERB_156600.jpg,1585,0.001249549441307221,0.001249549441307221,0.9993752252793464,0.9805050240789918,0.9665555253537622,1
ERB_167870.jpg,1500,0.0011053706596179263,0.0011053706596179263,0.999447314670191,0.9815807484850125,0.9687705045067093,1
ERB_397552.jpg,1934,0.0014177580199447315,0.0014177580199447315,0.9992911209900276,0.9763147667310572,0.9687675352159544,1
ERB_328518.jpg,1711,0.0010813408626697105,0.0010813408626697105,0.9994593295686651,0.9791067698434147,0.9731475723347015,1
ERB_95333.jpg,1447,0.001009251471825063,0.001009251471825063,0.9994953742640875,0.9822551431237116,0.9704608756932492,1
ERB_976736.jpg,1062,0.0009131322840322001,0.0009131322840322001,0.999543433857984,0.9868605186608875,0.963755988603387,1
ERB_65895.jpg,1613,0.0011053706596179263,0.0011053706596179263,0.9994473146701911,0.9802484174579594,0.9709181030254864,1
ERB_813779.jpg,1616,0.0011534302535143577,0.0011534302535143577,0.9994232848732428,0.9801886126092675,0.9697088953142624,1
ERB_773476.jpg,2018,0.0017541751772197525,0.0017541751772197525,0.9991229124113902,0.9751576872790946,0.9629266879325299,1
ERB_719214.jpg,1542,0.001033281268773279,0.001033281268773279,0.9994833593656134,0.9811219786537634,0.971587744378313,1
ERB_920467.jpg,1643,0.0012255196443590052,0.0012255196443590052,0.9993872401778204,0.9798338628699738,0.9683341213503658,1
ERB_837626.jpg,1308,0.0010092514718250632,0.0010092514718250632,0.9994953742640875,0.9838977313646825,0.9673772254610506,1
ERB_372346.jpg,1305,0.0010573110657214947,0.0010573110657214947,0.9994713444671393,0.9839088431650133,0.9657464483097684,1
ERB_308205.jpg,2059,0.0017541751772197527,0.0017541751772197527,0.9991229124113903,0.9746771538377644,0.9636465600963086,1
ERB_537115.jpg,1729,0.0011294004565661421,0.0011294004565661421,0.999435299771717,0.9788704992641815,0.9722399769864478,1
ERB_113277.jpg,1399,0.001009251471825063,0.001009251471825063,0.9994953742640875,0.9828220365813015,0.9694653031877994,1
ERB_795159.jpg,1333,0.0010332812687732788,0.0010332812687732788,0.9994833593656134,0.9835898955312201,0.9672168857262489,1
ERB_32413.jpg,1688,0.0016340261924786736,0.0016340261924786736,0.9991829869037606,0.9790960098884952,0.9588817137355203,1
ERB_897344.jpg,1737,0.0011534302535143577,0.0011534302535143577,0.999423284873243,0.9787641424359989,0.9717771408871232,1
ERB_653938.jpg,1479,0.0010573110657214947,0.0010573110657214947,0.9994713444671393,0.9818529856507106,0.9697119493171639,1
ERB_183171.jpg,1613,0.0013216388321518682,0.0013216388321518682,0.9993391805839241,0.9801383660694073,0.9652281666609076,1
ERB_210322.jpg,1324,0.0010573110657214947,0.0010573110657214947,0.9994713444671393,0.983684129763091,0.9662301704193658,1
ERB_141589.jpg,1364,0.0010813408626697105,0.0010813408626697105,0.9994593295686651,0.9831990335442894,0.9664591189106465,1
